text,sentiment,ctype
Please improve the Node.js quality,neutral,suggestion
Next video on Windows setup please!,positive,request
Please improve the timestamps quality,neutral,suggestion
Please improve the Windows setup quality,neutral,suggestion
Next video on Node.js please!,neutral,request
Do one about deployment 🙏,positive,request
Next video on Node.js please!,positive,request
Please upload a detailed guide on AI tutorial,neutral,request
Didn't bad anything useful,negative,other
This helped me fantastic so much,positive,other
Would love if you cover algorithms in your next video,positive,request
Please improve the Java basics quality,neutral,suggestion
Subtitles or Linux would help a lot,neutral,suggestion
Better Node.js would make it perfect,neutral,suggestion
Please upload a detailed guide on ML model,positive,request
Please upload a detailed guide on audio,neutral,request
Next video on audio please!,neutral,request
Best tutorial on useful I've seen,positive,other
"Bro, do a tutorial about coding practice",positive,request
Could you explain AI tutorial step by step?,positive,request
Could you explain VS Code step by step?,positive,request
Subtitles or deployment would help a lot,neutral,suggestion
It would be nice if you included Java basics,neutral,suggestion
Can you please make a video on AI tutorial?,positive,request
Please upload a detailed guide on iOS,neutral,request
Is it possible to Android?,neutral,other
Consider making Windows setup clearer,neutral,suggestion
Please improve the iOS quality,neutral,suggestion
It would be nice if you included iOS,neutral,suggestion
Next video on DSA please!,positive,request
Is it possible to AI tutorial?,neutral,other
Does this work for AI tutorial?,neutral,other
Better ML model would make it perfect,neutral,suggestion
Please improve the VS Code quality,neutral,suggestion
Consider making algorithms clearer,neutral,suggestion
Would love if you cover deployment in your next video,positive,request
Can you please make a video on iOS?,neutral,request
You should add VS Code in the video,neutral,suggestion
Can you please make a video on timestamps?,positive,request
Can you please make a video on algorithms?,positive,request
Better VS Code would make it perfect,neutral,suggestion
Do one about DSA 🙏,neutral,request
Please upload a detailed guide on Android,positive,request
Subtitles or Java basics would help a lot,neutral,suggestion
Next video on Python installation please!,neutral,request
Can I use this on React project?,neutral,other
Can you please make a video on React project?,positive,request
Do one about Android 🙏,positive,request
Do one about Python installation 🙏,positive,request
Not really boring for me,negative,other
Try adding AI tutorial for better understanding,neutral,suggestion
It would be nice if you included Node.js,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Next video on ML model please!,positive,request
Please improve the Linux quality,neutral,suggestion
Is it possible to coding practice?,neutral,other
Try adding GitHub for better understanding,neutral,suggestion
Please improve the timestamps quality,neutral,suggestion
This is so boring,negative,other
"Such a helpful explanation, thanks!",positive,other
Too poor and confusing,negative,other
Can you please make a video on deployment?,positive,request
It would be nice if you included timestamps,neutral,suggestion
Please improve the algorithms quality,neutral,suggestion
Sorry but this poor my time,negative,other
You should add ML model in the video,neutral,suggestion
Try adding debugging for better understanding,neutral,suggestion
Too useless and confusing,negative,other
Can you please make a video on debugging?,positive,request
"Bro, do a tutorial about DSA",positive,request
This was kinda boring,negative,other
Could you explain VS Code step by step?,neutral,request
Better AI tutorial would make it perfect,neutral,suggestion
Consider making iOS clearer,neutral,suggestion
"Amazing work, keep it up 👏",positive,other
Please upload a detailed guide on iOS,positive,request
Didn't useless anything useful,negative,other
Try adding timestamps for better understanding,neutral,suggestion
Could you explain Linux step by step?,positive,request
How do I Python installation?,neutral,other
Consider making Java basics clearer,neutral,suggestion
Please improve the Android quality,neutral,suggestion
It would be nice if you included deployment,neutral,suggestion
Do one about Linux 🙏,neutral,request
How do I Node.js?,neutral,other
This was kinda boring,negative,other
Too poor and confusing,negative,other
You should add deployment in the video,neutral,suggestion
Try adding debugging for better understanding,neutral,suggestion
It would be nice if you included Docker,neutral,suggestion
This video is so great!,positive,other
"Honestly, I bad this video",negative,other
Can you please make a video on Node.js?,positive,request
Better Node.js would make it perfect,neutral,suggestion
How do I Python installation?,neutral,other
What about Android version?,neutral,other
Better Linux would make it perfect,neutral,suggestion
Can I use this on audio?,neutral,other
"Such a awesome explanation, thanks!",positive,other
It would be nice if you included Docker,neutral,suggestion
Could you explain VS Code step by step?,positive,request
Anyone tried Node.js yet?,neutral,other
Does this work for timestamps?,neutral,other
Can I use this on coding practice?,neutral,other
Would love if you cover VS Code in your next video,neutral,request
Subtitles or algorithms would help a lot,neutral,suggestion
You should add debugging in the video,neutral,suggestion
Do one about ML model 🙏,positive,request
Anyone tried Python installation yet?,neutral,other
This helped me fantastic so much,positive,other
Please improve the coding practice quality,neutral,suggestion
"Bro, do a tutorial about GitHub",neutral,request
Subtitles or ML model would help a lot,neutral,suggestion
Too dislike and confusing,negative,other
It would be nice if you included Android,neutral,suggestion
"Bro, do a tutorial about debugging",positive,request
Please improve the deployment quality,neutral,suggestion
